question,answer_llm,answer_orig,document
How can I fix the `No such host is known` error for `postgres` while preparing the data with `prep.py`?,"To fix the `No such host is known` / `could not translate host name ""postgres""` error when running `prep.py`, update your `.env` file and set:

```ini
POSTGRES_HOST=localhost
```

Then run `prep.py` again.","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
What should `POSTGRES_HOST` be set to if my script can't connect and says it can't find the `postgres` host?,"Set `POSTGRES_HOST` to `localhost`:

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
"My `.env` still uses `POSTGRES_HOST=postgres`, and `prep.py` crashes. What is the correct value to use instead?","The correct value is:

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
How do I make Pandas stop cutting off long text in a column and show the full contents?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This tells Pandas not to truncate long text in column display.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the entire Explanation text from the judge LLM instead of a shortened version?","Use Pandas to disable column-width truncation:

```python
pd.set_option('display.max_colwidth', None)
```

That will show the full `Explanation` text instead of shortening it.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
What Pandas setting should I change to display the full text in a dataframe column?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This disables column text truncation and shows the full content.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"Why does Pandas only show part of my long string in a cell, and how do I make it expand all the way?","Pandas truncates long text in a column by default, so you only see part of the string.

To show the full content, set:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the column width limit and lets Pandas display the entire string.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
Is there a quick way to remove the 50-character column truncation in Pandas?,"Yes — use:

```python
pd.set_option('display.max_colwidth', None)
```

This removes the default 50-character truncation and shows the full text content.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
How do I normalize vector values stored in a Pandas DataFrame column?,"You can normalize each vector with NumPy’s L2 norm and apply it to the DataFrame column:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What's a simple way to turn each vector in a Pandas Series into a unit vector?,"A simple way is to divide each vector by its norm:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

series = series.apply(normalize_vec)
```

This turns each vector into a unit vector.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
Can I normalize every row vector in a dataframe column with apply() in Pandas?,"Yes. You can normalize each row vector in a Pandas DataFrame column with `apply()`.

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

If you want, I can also show how to do it in-place or with a full example.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How would you use NumPy to scale vectors in a DataFrame column by their norm?,"Use NumPy to divide each vector by its norm:

```python
import numpy as np

scale_vec = lambda v: v / np.linalg.norm(v)
df[""new_col""] = df[""org_col""].apply(scale_vec)
```

This scales the vectors in the DataFrame column by their norm.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
Is there a quick one-liner for normalizing vectors inside a Pandas column?,"Yes:

```python
df[""new_col""] = df[""org_col""].apply(lambda v: v / np.linalg.norm(v))
```

","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How can I get the 75th percentile of a Pandas DataFrame column?,"You can use the `quantile` method:

```python
quantile = df[""col""].quantile(q=0.75)
```

This gives the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
What’s the Pandas way to calculate a quantile for a Series?,"The Pandas way is:

```python
quantile = series.quantile(q=0.75)
```

For example, the 75th percentile is `q=0.75`.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
How do I find the 0.75 quantile from a column in a DataFrame?,"Use Pandas `quantile` on the column:

```python
quantile = df[""col""].quantile(q=0.75)
```

This gives you the 0.75 quantile, i.e. the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
Is there a simple command to compute a percentile in Pandas?,"Yes. To compute a percentile in Pandas, use `quantile()`:

```python
df[""col""].quantile(q=0.75)
```

This gives the 75th percentile (0.75 quantile).","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
How do I use `quantile()` on a DataFrame column to get the 75% value?,"Use:

```python
quantile = df[""col""].quantile(q=0.75)
```

This gives the 75% quantile value for the DataFrame column.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, even the ones still running?","Use:

```bash
docker rm -f $(docker ps -aq)
```

This removes all containers, including ones that are still running.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What command removes all Docker images at once using the command line?,"Use this command:

```bash
docker rmi -f $(docker images -q)
```

","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How can I delete all Docker volumes from Docker CLI?,"You can delete all Docker volumes with:

```bash
docker volume rm $(docker volume ls -q)
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Is there a quick terminal way to force-remove every container, image, and volume?","Yes. From the terminal you can force-remove them with:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

This deletes:
- all containers, including running ones
- all images
- all volumes

","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What are the commands to clean up all Docker resources on my machine?,"Use these commands:

```bash
docker rm -f $(docker ps -aq)          # remove all containers, including running ones
docker rmi -f $(docker images -q)      # remove all images
docker volume rm $(docker volume ls -q) # remove all volumes
```

To clean up builds too, run:

```bash
docker builder prune -af
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"How can I make sure a user can only leave one piece of feedback, either +1 or -1, for each submission in Streamlit?","You should make the feedback state per submission and prevent it from being reset when the user clicks +1 or -1.

In the course context, the issue is described as being with `st.session.submitted` getting reassigned to `True` again after a feedback button is pressed. The suggested fix is to follow the solution on Streamlit Discuss:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

I don't know the exact code change from the context alone.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does `st.session.submitted` keep getting set back to True after I press one of the feedback buttons?,"`st.session.submitted` is being reassigned to `True` somewhere in your app logic after the feedback button click. The issue isn’t that Streamlit “resets” it on its own; it’s that the script reruns and your code path sets it back to `True` again.

The course notes point to this being solved here:
https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
What’s the best way to disable the feedback buttons after the user submits text with the ask button?,"The best way is to fix the Streamlit session-state logic so `submitted` is not being reset to `True` after a feedback click.

The course answer points to the solution here:
https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

I don’t know the exact code change beyond that.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
I’m using Streamlit session state and my submitted flag seems to change on its own — what could cause that?,"This can happen if `st.session_state.submitted` is being reassigned somewhere else in the app on rerun. In the Streamlit context you provided, the issue was specifically with `st.session.submitted` getting set back to `True` even after a feedback button was pressed, and it was marked as solved via the Streamlit Discuss thread.

If you want, I can help you diagnose the exact rerun/assignment pattern that usually causes this.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a fix or workaround for session attributes being reassigned in Streamlit when handling feedback buttons?,"Yes — there is a fix/workaround. The issue is marked as solved, and the answer points to a Streamlit Discuss solution:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Why does my Streamlit app work locally but fail in docker-compose with ""exec: streamlit: executable file not found in $PATH""?","Because the `streamlit` executable isn’t available inside the container that `docker-compose` is starting.

The fix from the context is:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start everything with:

```bash
docker-compose up --build
```

So it works locally because Streamlit is installed in your local environment, but Docker Compose is likely using an image/container setup that doesn’t include Streamlit in its PATH.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
Do I need a Dockerfile for a Streamlit app when I’m starting it with docker-compose?,"Yes — according to the context, you **do need a Dockerfile** for the Streamlit app when using `docker-compose`.

The fix mentioned is:

1. Make sure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Rebuild and start with:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What should I add to my docker-compose setup so Streamlit can actually run inside the container?,"Add `streamlit` to your `docker-compose` setup, and make sure you have a `Dockerfile` for the app. Then rebuild the container:

```bash
docker-compose up --build
```

If you want, I can also show you a minimal `docker-compose.yml` example for Streamlit.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"After fixing my compose file, what’s the right command to rebuild and start the app again?","Run:

```bash
docker-compose up --build
```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
How do I solve the OCI runtime error that says Streamlit isn’t found in PATH when using Docker Compose?,"To fix the OCI runtime error saying `streamlit` isn’t found in `$PATH` when using Docker Compose:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

This usually happens because the container image wasn’t rebuilt with Streamlit available in its PATH.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Can I do the capstone with a partner, or does every student need to submit their own project?","The capstone is **individual**, not a group project.

You can collaborate or discuss ideas with others, but **each submitted project must stand on its own**. A shared system is only acceptable if it can be **clearly decomposed into independent projects**, with each person having a separate qualifying component and a separate repository.

If the work can’t be evaluated independently for each participant, it doesn’t meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If a few of us build one larger system together, is that still allowed for the capstone?","No — the capstone is an individual project.

You can discuss or collaborate on a larger idea, but each submitted project must stand on its own. A shared system is only okay if it’s clearly split into independent projects, with separate qualifying components and separate repositories for each person. If it can’t be evaluated independently for each participant, it doesn’t meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Are we allowed to discuss and plan a capstone idea with other students before submitting it?,"Yes. You can discuss or collaborate on a larger idea with other students before submitting it.

Just make sure:

- the submitted capstone is still an **individual project**
- each person’s submission stands on its own
- if you share a system, it must be clearly split into **independent projects** with separate qualifying components and separate repositories

If the work can’t be evaluated independently for each person, it won’t satisfy the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What if two students work on the same project but keep separate repos — does that count as individual work?,"Yes, **if the work is truly independent**.

A shared system can count only if it is clearly split into **separate qualifying components**, and **each person has a separate repository**. If the two students’ work can be evaluated independently, then it can satisfy the requirement.

If it **can’t** be evaluated separately for each person, then it **does not** meet the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
How independent does each capstone project need to be for it to be accepted?,"Each capstone project must be **independent and individually evaluable**.

You can:
- collaborate or discuss a larger idea with others,
- build a shared system,

but only if it is **clearly split into separate independent projects**, where:
- each person has their **own qualifying component**, and
- each person has a **separate repository**.

If the work **cannot be evaluated independently for each participant**, it **does not satisfy** the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to turn in two capstone projects, or is it just one project with attempt 1 and attempt 2?","You only need to submit **one project**.

“Attempt 1” and “Attempt 2” just mean:
- **Attempt 1:** your first submission
- **Attempt 2:** if the first one doesn’t pass, you can improve it and resubmit in the second window

So it’s **one capstone project with two possible submission attempts**, not two separate required projects.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first capstone submission gets rejected, can I fix it and send it again in the second submission window?","Yes. If your first capstone submission is rejected, you can improve it and resubmit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"When people talk about attempt 1 and attempt 2, does that mean two different projects or just two chances to submit the same one?","Attempt 1 and attempt 2 are **two chances to submit the same capstone project**, not two different projects.

You only need to submit **one project**. If it doesn’t pass on attempt 1, you can improve it and resubmit in attempt 2.

If you want, I can also explain when it would count as **two different projects**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I miss the attempt 1 deadline, can I still submit in attempt 2 and stay on track for the capstone?","Yes — if you miss the attempt 1 deadline, you can still submit in attempt 2 and catch up to stay on track for the capstone, as long as the attempt 2 submission window is still open.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If I submit a project but don’t review three peers, does the submission still count toward the certificate?",No. The submission does **not** count toward the certificate unless you also **peer-review three peers** in your cohort.,"You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
Is the competition the same thing as the capstone project?,"No. The competition is not the same as the capstone project. The competition can be done as a group, but the capstone is an individual project.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Can I do the capstone together with other people, like in the math-kaggle-llm-competition?","You can participate in the math-kaggle-llm-competition as a group if you want to form teams, but the capstone itself is an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I join the competition as a team, does that count toward the capstone requirement?","No. Joining the competition as a team does not count toward the capstone requirement. The capstone is an individual project, even though you can participate in the competition as a group.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Is the capstone meant to be individual, even if the competition allows groups?","Yes — the capstone is meant to be individual, even if the competition itself allows groups. You can do the competition in a team, but the capstone project must be submitted as an individual project.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Should I treat the competition as optional and keep the capstone separate?,"Yes. The competition is separate from the capstone, and the capstone is an individual project. You can treat the competition as optional and keep the capstone independent of it.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will the capstone projects be scored in the end?,"The capstone projects will be scored by peer review. Each project is reviewed by three randomly assigned students, and your final grade will be the **median** of those peer review scores.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who reviews a capstone project after I submit it?,Your capstone project is reviewed by **three randomly assigned students who have also submitted the project**.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I also have to grade other students' capstone projects?,Yes. You are also responsible for grading three fellow students’ capstone projects. Not doing so may prevent you from getting the Certificate.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don't review the required number of peer projects?,"If you don’t review the required number of peer projects, your submission will not count toward certification. You need to peer-review 3 capstone projects to get a certificate.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final project grade calculated from the peer reviews?,The final project grade is the **median score** of the grades given by the peer reviewers. Each project is reviewed by **three randomly assigned students** who also submitted a project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the deadline, how do we get the projects we need to review or grade?","After the submission deadline has passed, an Excel sheet will be shared with 3 projects assigned to each participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will the review assignments be sent out in a spreadsheet, and if so, what does it include?","Yes. After the submission deadline, an Excel sheet will be shared. It includes 3 projects assigned to each participant for review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects does each participant get once submissions close?,Each participant gets **3 projects** to review/grading once submissions close.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Do we get assigned projects before the deadline or only after it passes?,Only after the submission deadline passes. Then an Excel sheet is shared and 3 projects are assigned to each participant.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
What happens with project grading after the submission deadline?,"After the submission deadline has passed, an Excel sheet is shared and each participant is assigned 3 projects to review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already sent in my capstone project, but why am I still unable to see any projects to review?","Once the submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you won’t see any until the list is released.

","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After the submission deadline passes, do I automatically get projects assigned to evaluate, or do I need to pick them myself?","After the submission deadline passes, the projects are assigned to you automatically in an Excel sheet — you do **not** need to pick them yourself. Each participant gets **3 assigned projects** to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why is there nothing available for me to review yet in the project evaluation stage?,"There’s nothing available yet because you can only peer-review projects after the submission deadline has passed and the peer-review list has been released. Before that, you can’t review any projects.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Can I start reviewing other students’ projects before the assigned review list is released?,No. You can only peer-review projects after the submission deadline has passed and the review list has been released.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Do reviewers get to choose which projects they evaluate, or is it assigned after the deadline?",They’re assigned after the submission deadline. Reviewers can’t choose which projects to evaluate; an Excel sheet with 3 assigned projects per participant is shared after the deadline.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"You can look for project ideas and datasets on the course’s GitHub page:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several ideas, datasets, and tips/guidelines for the capstone.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some dataset suggestions and example ideas for the project?,"Yes — check the GitHub page linked in the context:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, dataset suggestions, and tips/guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
